ENDW,REG,ENDWRES,SCEN,Value
NatRes,MDG,pe,BAU_aESRigid,15.461900711
AEZ1,MEAS_NAfr,pe,BAU_aESRigid,-0.39748322964
AEZ2,MEAS_NAfr,pe,BAU_aESRigid,0.17414753139
AEZ3,MEAS_NAfr,pe,BAU_aESRigid,0.18247900903
AEZ4,MEAS_NAfr,pe,BAU_aESRigid,-0.012181458063
AEZ5,MEAS_NAfr,pe,BAU_aESRigid,-0.012181458063
AEZ6,MEAS_NAfr,pe,BAU_aESRigid,-0.012181458063
AEZ7,MEAS_NAfr,pe,BAU_aESRigid,-0.35446500778
AEZ8,MEAS_NAfr,pe,BAU_aESRigid,0.032604429871
AEZ9,MEAS_NAfr,pe,BAU_aESRigid,0.079887084663
AEZ10,MEAS_NAfr,pe,BAU_aESRigid,-0.45258978009
AEZ11,MEAS_NAfr,pe,BAU_aESRigid,0.09875819087
AEZ12,MEAS_NAfr,pe,BAU_aESRigid,-0.8422768712
AEZ13,MEAS_NAfr,pe,BAU_aESRigid,-0.012181458063
AEZ14,MEAS_NAfr,pe,BAU_aESRigid,-0.012181458063
AEZ15,MEAS_NAfr,pe,BAU_aESRigid,-0.012181458063
AEZ16,MEAS_NAfr,pe,BAU_aESRigid,-0.012181458063
AEZ17,MEAS_NAfr,pe,BAU_aESRigid,-0.012181458063
AEZ18,MEAS_NAfr,pe,BAU_aESRigid,-0.050783667713
UnSkLab,MEAS_NAfr,pe,BAU_aESRigid,1.0281310081
SkLab,MEAS_NAfr,pe,BAU_aESRigid,0.65561079979
Capital,MEAS_NAfr,pe,BAU_aESRigid,0.6261947155
NatRes,MEAS_NAfr,pe,BAU_aESRigid,4.558339119
AEZ1,MEX,pe,BAU_aESRigid,-1.5907957554
AEZ2,MEX,pe,BAU_aESRigid,-4.3527584076
AEZ3,MEX,pe,BAU_aESRigid,-2.324723959
AEZ4,MEX,pe,BAU_aESRigid,-2.948513031
AEZ5,MEX,pe,BAU_aESRigid,-5.8639149666
AEZ6,MEX,pe,BAU_aESRigid,-3.7515726089
AEZ7,MEX,pe,BAU_aESRigid,-2.2391731739
AEZ8,MEX,pe,BAU_aESRigid,-2.413175106
AEZ9,MEX,pe,BAU_aESRigid,-2.3573622704
AEZ10,MEX,pe,BAU_aESRigid,-2.5753676891
AEZ11,MEX,pe,BAU_aESRigid,-2.0407259464
AEZ12,MEX,pe,BAU_aESRigid,-2.2311284542
AEZ13,MEX,pe,BAU_aESRigid,-5.9697380066
AEZ14,MEX,pe,BAU_aESRigid,-5.9697380066
AEZ15,MEX,pe,BAU_aESRigid,-5.9697384834
AEZ16,MEX,pe,BAU_aESRigid,-5.9697384834
AEZ17,MEX,pe,BAU_aESRigid,-5.9697380066
AEZ18,MEX,pe,BAU_aESRigid,-5.9697380066
UnSkLab,MEX,pe,BAU_aESRigid,-0.21034473181
SkLab,MEX,pe,BAU_aESRigid,-0.29305320978
Capital,MEX,pe,BAU_aESRigid,-0.27214601636
NatRes,MEX,pe,BAU_aESRigid,5.8206796646
AEZ1,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ2,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ3,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ4,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ5,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ6,MYS,pe,BAU_aESRigid,-1.2196500301
AEZ7,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ8,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ9,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ10,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ11,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ12,MYS,pe,BAU_aESRigid,-1.1096929312
AEZ13,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ14,MYS,pe,BAU_aESRigid,-0.73543614149
AEZ15,MYS,pe,BAU_aESRigid,-0.73543602228
AEZ16,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ17,MYS,pe,BAU_aESRigid,-0.73543608189
AEZ18,MYS,pe,BAU_aESRigid,-0.73543608189
UnSkLab,MYS,pe,BAU_aESRigid,-0.84804058075
SkLab,MYS,pe,BAU_aESRigid,-0.80168330669
Capital,MYS,pe,BAU_aESRigid,-0.96487218142
NatRes,MYS,pe,BAU_aESRigid,7.6923112869
AEZ1,NGA,pe,BAU_aESRigid,1.406867981
AEZ2,NGA,pe,BAU_aESRigid,1.0991466045
AEZ3,NGA,pe,BAU_aESRigid,0.97225570679
AEZ4,NGA,pe,BAU_aESRigid,1.2241691351
AEZ5,NGA,pe,BAU_aESRigid,1.2825598717
AEZ6,NGA,pe,BAU_aESRigid,2.2204914093
AEZ7,NGA,pe,BAU_aESRigid,45.830890656
AEZ8,NGA,pe,BAU_aESRigid,45.830890656
AEZ9,NGA,pe,BAU_aESRigid,45.830890656
AEZ10,NGA,pe,BAU_aESRigid,1.0690941811
AEZ11,NGA,pe,BAU_aESRigid,1.1262333393
AEZ12,NGA,pe,BAU_aESRigid,45.830890656
AEZ13,NGA,pe,BAU_aESRigid,45.830890656
AEZ14,NGA,pe,BAU_aESRigid,45.830890656
AEZ15,NGA,pe,BAU_aESRigid,45.830890656
AEZ16,NGA,pe,BAU_aESRigid,45.830890656
AEZ17,NGA,pe,BAU_aESRigid,45.830890656
AEZ18,NGA,pe,BAU_aESRigid,45.830890656
UnSkLab,NGA,pe,BAU_aESRigid,1.7417087555
SkLab,NGA,pe,BAU_aESRigid,1.6195759773
Capital,NGA,pe,BAU_aESRigid,1.341230154
NatRes,NGA,pe,BAU_aESRigid,5.2027382851
AEZ1,Oceania,pe,BAU_aESRigid,-8.8784742355
AEZ2,Oceania,pe,BAU_aESRigid,-9.4483661652
AEZ3,Oceania,pe,BAU_aESRigid,-10.269675255
AEZ4,Oceania,pe,BAU_aESRigid,-9.3589906693
AEZ5,Oceania,pe,BAU_aESRigid,-4.6274571419
AEZ6,Oceania,pe,BAU_aESRigid,-8.9131708145
AEZ7,Oceania,pe,BAU_aESRigid,-8.8970956802
AEZ8,Oceania,pe,BAU_aESRigid,-11.251686096
AEZ9,Oceania,pe,BAU_aESRigid,-11.116155624
AEZ10,Oceania,pe,BAU_aESRigid,-9.8095226288
AEZ11,Oceania,pe,BAU_aESRigid,-2.0155088902
AEZ12,Oceania,pe,BAU_aESRigid,-1.603618741
AEZ13,Oceania,pe,BAU_aESRigid,-9.918885231
AEZ14,Oceania,pe,BAU_aESRigid,-9.9188842773
AEZ15,Oceania,pe,BAU_aESRigid,-9.714261055
AEZ16,Oceania,pe,BAU_aESRigid,-6.9593429565
AEZ17,Oceania,pe,BAU_aESRigid,-4.0485219955
AEZ18,Oceania,pe,BAU_aESRigid,-9.9188842773
UnSkLab,Oceania,pe,BAU_aESRigid,1.4836443663
SkLab,Oceania,pe,BAU_aESRigid,1.351326704
Capital,Oceania,pe,BAU_aESRigid,1.4247684479
NatRes,Oceania,pe,BAU_aESRigid,5.7930212021
AEZ1,Oth_CEE_CIS,pe,BAU_aESRigid,-0.89851641655
AEZ2,Oth_CEE_CIS,pe,BAU_aESRigid,-0.89851641655
AEZ3,Oth_CEE_CIS,pe,BAU_aESRigid,-0.89851641655
AEZ4,Oth_CEE_CIS,pe,BAU_aESRigid,-0.89851641655
AEZ5,Oth_CEE_CIS,pe,BAU_aESRigid,-0.89851641655
AEZ6,Oth_CEE_CIS,pe,BAU_aESRigid,-0.89851641655
AEZ7,Oth_CEE_CIS,pe,BAU_aESRigid,-0.51888394356
AEZ8,Oth_CEE_CIS,pe,BAU_aESRigid,-0.79760253429
AEZ9,Oth_CEE_CIS,pe,BAU_aESRigid,-0.67289429903
AEZ10,Oth_CEE_CIS,pe,BAU_aESRigid,0.19286884367
AEZ11,Oth_CEE_CIS,pe,BAU_aESRigid,0.01950590685
AEZ12,Oth_CEE_CIS,pe,BAU_aESRigid,-0.33709874749
AEZ13,Oth_CEE_CIS,pe,BAU_aESRigid,-0.69192135334
AEZ14,Oth_CEE_CIS,pe,BAU_aESRigid,-0.04625666514
AEZ15,Oth_CEE_CIS,pe,BAU_aESRigid,0.75434356928
AEZ16,Oth_CEE_CIS,pe,BAU_aESRigid,1.4440643787
AEZ17,Oth_CEE_CIS,pe,BAU_aESRigid,-0.89851641655
AEZ18,Oth_CEE_CIS,pe,BAU_aESRigid,-0.89851635695
UnSkLab,Oth_CEE_CIS,pe,BAU_aESRigid,-0.19006878138
SkLab,Oth_CEE_CIS,pe,BAU_aESRigid,-0.47538205981
Capital,Oth_CEE_CIS,pe,BAU_aESRigid,-0.30239838362
NatRes,Oth_CEE_CIS,pe,BAU_aESRigid,5.2949919701
AEZ1,Oth_Europe,pe,BAU_aESRigid,-2.1520907879
AEZ2,Oth_Europe,pe,BAU_aESRigid,-2.1520907879
AEZ3,Oth_Europe,pe,BAU_aESRigid,-2.1520907879
AEZ4,Oth_Europe,pe,BAU_aESRigid,-2.1520907879
AEZ5,Oth_Europe,pe,BAU_aESRigid,-2.1520907879
AEZ6,Oth_Europe,pe,BAU_aESRigid,-2.1520907879
AEZ7,Oth_Europe,pe,BAU_aESRigid,-2.1778290272
AEZ8,Oth_Europe,pe,BAU_aESRigid,-2.3430528641
AEZ9,Oth_Europe,pe,BAU_aESRigid,-2.7734248638
AEZ10,Oth_Europe,pe,BAU_aESRigid,-3.3034219742
AEZ11,Oth_Europe,pe,BAU_aESRigid,-3.5052537918
AEZ12,Oth_Europe,pe,BAU_aESRigid,-2.4080359936
AEZ13,Oth_Europe,pe,BAU_aESRigid,-2.1649484634
AEZ14,Oth_Europe,pe,BAU_aESRigid,-0.57391226292
AEZ15,Oth_Europe,pe,BAU_aESRigid,-1.6599689722
AEZ16,Oth_Europe,pe,BAU_aESRigid,-2.0804643631
AEZ17,Oth_Europe,pe,BAU_aESRigid,-2.1520907879
AEZ18,Oth_Europe,pe,BAU_aESRigid,-2.1520907879
UnSkLab,Oth_Europe,pe,BAU_aESRigid,0.15153060853
SkLab,Oth_Europe,pe,BAU_aESRigid,0.098458640277
Capital,Oth_Europe,pe,BAU_aESRigid,0.16174025834
NatRes,Oth_Europe,pe,BAU_aESRigid,5.429772377
AEZ1,PAK,pe,BAU_aESRigid,-1.5757205486
AEZ2,PAK,pe,BAU_aESRigid,15.837560654
AEZ3,PAK,pe,BAU_aESRigid,15.837560654
AEZ4,PAK,pe,BAU_aESRigid,15.837558746
AEZ5,PAK,pe,BAU_aESRigid,15.837558746
AEZ6,PAK,pe,BAU_aESRigid,15.837558746
AEZ7,PAK,pe,BAU_aESRigid,-1.8163315058
AEZ8,PAK,pe,BAU_aESRigid,-1.9177718163
AEZ9,PAK,pe,BAU_aESRigid,-1.8931115866
AEZ10,PAK,pe,BAU_aESRigid,-1.9960756302
AEZ11,PAK,pe,BAU_aESRigid,-0.79533272982
AEZ12,PAK,pe,BAU_aESRigid,-1.6341600418
AEZ13,PAK,pe,BAU_aESRigid,15.837560654
AEZ14,PAK,pe,BAU_aESRigid,15.837560654
AEZ15,PAK,pe,BAU_aESRigid,15.837560654
AEZ16,PAK,pe,BAU_aESRigid,15.837558746
AEZ17,PAK,pe,BAU_aESRigid,15.837560654
AEZ18,PAK,pe,BAU_aESRigid,15.837558746
UnSkLab,PAK,pe,BAU_aESRigid,-1.8517394066
SkLab,PAK,pe,BAU_aESRigid,-1.5362809896
Capital,PAK,pe,BAU_aESRigid,-1.5933392048
NatRes,PAK,pe,BAU_aESRigid,17.796569824
AEZ1,PHL,pe,BAU_aESRigid,0.20032034814
AEZ2,PHL,pe,BAU_aESRigid,0.20032034814
AEZ3,PHL,pe,BAU_aESRigid,0.20032034814
AEZ4,PHL,pe,BAU_aESRigid,0.63703000546
AEZ5,PHL,pe,BAU_aESRigid,0.96478128433
AEZ6,PHL,pe,BAU_aESRigid,0.48560798168
AEZ7,PHL,pe,BAU_aESRigid,0.20032034814
AEZ8,PHL,pe,BAU_aESRigid,0.20032034814
AEZ9,PHL,pe,BAU_aESRigid,0.20032034814
AEZ10,PHL,pe,BAU_aESRigid,0.20032034814
AEZ11,PHL,pe,BAU_aESRigid,-0.27573773265
AEZ12,PHL,pe,BAU_aESRigid,0.10246008635
AEZ13,PHL,pe,BAU_aESRigid,0.20032034814
AEZ14,PHL,pe,BAU_aESRigid,0.20032034814
AEZ15,PHL,pe,BAU_aESRigid,0.20032034814
AEZ16,PHL,pe,BAU_aESRigid,0.20032034814
AEZ17,PHL,pe,BAU_aESRigid,0.20032034814
AEZ18,PHL,pe,BAU_aESRigid,0.20032034814
UnSkLab,PHL,pe,BAU_aESRigid,-0.10107977688
SkLab,PHL,pe,BAU_aESRigid,-0.12108726054
Capital,PHL,pe,BAU_aESRigid,-0.099732227623
NatRes,PHL,pe,BAU_aESRigid,-2.2239656448
AEZ1,POL,pe,BAU_aESRigid,-0.60182332993
AEZ2,POL,pe,BAU_aESRigid,-0.60182332993
AEZ3,POL,pe,BAU_aESRigid,-0.60182332993
AEZ4,POL,pe,BAU_aESRigid,-0.60182332993
AEZ5,POL,pe,BAU_aESRigid,-0.60182332993
AEZ6,POL,pe,BAU_aESRigid,-0.60182332993
AEZ7,POL,pe,BAU_aESRigid,-0.60182332993
AEZ8,POL,pe,BAU_aESRigid,-0.60182332993
AEZ9,POL,pe,BAU_aESRigid,-2.764772892
AEZ10,POL,pe,BAU_aESRigid,-0.96788173914
AEZ11,POL,pe,BAU_aESRigid,-0.60182332993
AEZ12,POL,pe,BAU_aESRigid,-0.60182332993
AEZ13,POL,pe,BAU_aESRigid,-0.60182332993
AEZ14,POL,pe,BAU_aESRigid,-0.60182332993
AEZ15,POL,pe,BAU_aESRigid,-1.046751976
AEZ16,POL,pe,BAU_aESRigid,-0.75848710537
AEZ17,POL,pe,BAU_aESRigid,-0.60182332993
AEZ18,POL,pe,BAU_aESRigid,-0.60182332993
UnSkLab,POL,pe,BAU_aESRigid,-0.7036344409
SkLab,POL,pe,BAU_aESRigid,-0.63103640079
Capital,POL,pe,BAU_aESRigid,-0.66545033455
NatRes,POL,pe,BAU_aESRigid,4.9897847176
AEZ1,R_S_Asia,pe,BAU_aESRigid,-3.0944654942
AEZ2,R_S_Asia,pe,BAU_aESRigid,-3.0944657326
AEZ3,R_S_Asia,pe,BAU_aESRigid,-2.5994136333
AEZ4,R_S_Asia,pe,BAU_aESRigid,-2.0777792931
AEZ5,R_S_Asia,pe,BAU_aESRigid,-2.630777359
AEZ6,R_S_Asia,pe,BAU_aESRigid,-2.5605351925
AEZ7,R_S_Asia,pe,BAU_aESRigid,-3.1061155796
AEZ8,R_S_Asia,pe,BAU_aESRigid,-3.1476969719
AEZ9,R_S_Asia,pe,BAU_aESRigid,-3.0045599937
AEZ10,R_S_Asia,pe,BAU_aESRigid,-2.9783549309
AEZ11,R_S_Asia,pe,BAU_aESRigid,-2.9359049797
AEZ12,R_S_Asia,pe,BAU_aESRigid,-2.739177227
AEZ13,R_S_Asia,pe,BAU_aESRigid,-2.1420323849
AEZ14,R_S_Asia,pe,BAU_aESRigid,-2.1404724121
AEZ15,R_S_Asia,pe,BAU_aESRigid,-3.0944654942
AEZ16,R_S_Asia,pe,BAU_aESRigid,-3.0944657326
AEZ17,R_S_Asia,pe,BAU_aESRigid,-3.0944654942
AEZ18,R_S_Asia,pe,BAU_aESRigid,-3.0944657326
UnSkLab,R_S_Asia,pe,BAU_aESRigid,-1.5235099792
SkLab,R_S_Asia,pe,BAU_aESRigid,-1.5035960674
Capital,R_S_Asia,pe,BAU_aESRigid,-1.4304625988
NatRes,R_S_Asia,pe,BAU_aESRigid,31.28752327
AEZ1,R_SE_Asia,pe,BAU_aESRigid,-2.4726381302
AEZ2,R_SE_Asia,pe,BAU_aESRigid,-2.4726381302
AEZ3,R_SE_Asia,pe,BAU_aESRigid,-2.5454695225
AEZ4,R_SE_Asia,pe,BAU_aESRigid,-3.3032767773
AEZ5,R_SE_Asia,pe,BAU_aESRigid,-1.8972705603
AEZ6,R_SE_Asia,pe,BAU_aESRigid,-2.4118254185
AEZ7,R_SE_Asia,pe,BAU_aESRigid,-2.4726381302
AEZ8,R_SE_Asia,pe,BAU_aESRigid,-2.4726381302
AEZ9,R_SE_Asia,pe,BAU_aESRigid,-2.470187664
AEZ10,R_SE_Asia,pe,BAU_aESRigid,-2.0127699375
AEZ11,R_SE_Asia,pe,BAU_aESRigid,-0.52358144522
AEZ12,R_SE_Asia,pe,BAU_aESRigid,-0.048143431544
AEZ13,R_SE_Asia,pe,BAU_aESRigid,-2.4726381302
AEZ14,R_SE_Asia,pe,BAU_aESRigid,-2.4726378918
AEZ15,R_SE_Asia,pe,BAU_aESRigid,-2.4726381302
AEZ16,R_SE_Asia,pe,BAU_aESRigid,-0.68200165033
AEZ17,R_SE_Asia,pe,BAU_aESRigid,-2.4726381302
AEZ18,R_SE_Asia,pe,BAU_aESRigid,-2.4726381302
UnSkLab,R_SE_Asia,pe,BAU_aESRigid,-1.5162546635
SkLab,R_SE_Asia,pe,BAU_aESRigid,-1.7885022163
Capital,R_SE_Asia,pe,BAU_aESRigid,-1.8500831127
NatRes,R_SE_Asia,pe,BAU_aESRigid,8.1119365692
AEZ1,Russia,pe,BAU_aESRigid,-4.9751105309
AEZ2,Russia,pe,BAU_aESRigid,-4.9751105309
AEZ3,Russia,pe,BAU_aESRigid,-4.9751105309
AEZ4,Russia,pe,BAU_aESRigid,-4.9751105309
AEZ5,Russia,pe,BAU_aESRigid,-4.9751105309
AEZ6,Russia,pe,BAU_aESRigid,-4.9751105309
AEZ7,Russia,pe,BAU_aESRigid,-4.975110054
AEZ8,Russia,pe,BAU_aESRigid,-0.44453170896
AEZ9,Russia,pe,BAU_aESRigid,-1.052985549
AEZ10,Russia,pe,BAU_aESRigid,-0.99239504337
AEZ11,Russia,pe,BAU_aESRigid,-0.37813392282
AEZ12,Russia,pe,BAU_aESRigid,-2.3506197929
AEZ13,Russia,pe,BAU_aESRigid,2.4738280773
AEZ14,Russia,pe,BAU_aESRigid,2.505982399
AEZ15,Russia,pe,BAU_aESRigid,2.0476753712
AEZ16,Russia,pe,BAU_aESRigid,-4.975110054
AEZ17,Russia,pe,BAU_aESRigid,-4.9751105309
AEZ18,Russia,pe,BAU_aESRigid,-4.3174800873
UnSkLab,Russia,pe,BAU_aESRigid,1.2763530016
SkLab,Russia,pe,BAU_aESRigid,0.87117791176
Capital,Russia,pe,BAU_aESRigid,1.1640309095
NatRes,Russia,pe,BAU_aESRigid,4.530020237
AEZ1,S_o_Amer,pe,BAU_aESRigid,-3.5860793591
AEZ2,S_o_Amer,pe,BAU_aESRigid,-2.405598402
AEZ3,S_o_Amer,pe,BAU_aESRigid,-3.1036248207
AEZ4,S_o_Amer,pe,BAU_aESRigid,-2.8518867493
AEZ5,S_o_Amer,pe,BAU_aESRigid,-2.6271476746
AEZ6,S_o_Amer,pe,BAU_aESRigid,-0.86835479736
AEZ7,S_o_Amer,pe,BAU_aESRigid,-3.3608977795
AEZ8,S_o_Amer,pe,BAU_aESRigid,-2.7601952553
AEZ9,S_o_Amer,pe,BAU_aESRigid,-3.2035801411
AEZ10,S_o_Amer,pe,BAU_aESRigid,-3.5300042629
AEZ11,S_o_Amer,pe,BAU_aESRigid,-2.9843318462
AEZ12,S_o_Amer,pe,BAU_aESRigid,-2.5335104465
AEZ13,S_o_Amer,pe,BAU_aESRigid,1.6907538176
AEZ14,S_o_Amer,pe,BAU_aESRigid,1.9672716856
AEZ15,S_o_Amer,pe,BAU_aESRigid,2.2627809048
AEZ16,S_o_Amer,pe,BAU_aESRigid,2.4540681839
AEZ17,S_o_Amer,pe,BAU_aESRigid,2.5481557846
AEZ18,S_o_Amer,pe,BAU_aESRigid,-2.0781955719
UnSkLab,S_o_Amer,pe,BAU_aESRigid,0.13043431938
SkLab,S_o_Amer,pe,BAU_aESRigid,-3.45202465541661E-0003
Capital,S_o_Amer,pe,BAU_aESRigid,2.55935150198638E-0003
NatRes,S_o_Amer,pe,BAU_aESRigid,6.1841573715
AEZ1,S_S_AFR,pe,BAU_aESRigid,-0.27460214496
AEZ2,S_S_AFR,pe,BAU_aESRigid,-0.38710620999
AEZ3,S_S_AFR,pe,BAU_aESRigid,-0.65401744843
AEZ4,S_S_AFR,pe,BAU_aESRigid,-0.38699960709
AEZ5,S_S_AFR,pe,BAU_aESRigid,-0.42176526785
AEZ6,S_S_AFR,pe,BAU_aESRigid,-0.30745440722
AEZ7,S_S_AFR,pe,BAU_aESRigid,-0.39476141334
AEZ8,S_S_AFR,pe,BAU_aESRigid,-0.32729169726
AEZ9,S_S_AFR,pe,BAU_aESRigid,-0.44694069028
AEZ10,S_S_AFR,pe,BAU_aESRigid,-0.34680119157
AEZ11,S_S_AFR,pe,BAU_aESRigid,-0.37446182966
AEZ12,S_S_AFR,pe,BAU_aESRigid,-0.46012958884
AEZ13,S_S_AFR,pe,BAU_aESRigid,-0.47578859329
AEZ14,S_S_AFR,pe,BAU_aESRigid,-0.47578859329
AEZ15,S_S_AFR,pe,BAU_aESRigid,-0.47578859329
AEZ16,S_S_AFR,pe,BAU_aESRigid,-0.47578859329
AEZ17,S_S_AFR,pe,BAU_aESRigid,-0.47578859329
AEZ18,S_S_AFR,pe,BAU_aESRigid,-0.47578859329
UnSkLab,S_S_AFR,pe,BAU_aESRigid,0.18434107304
SkLab,S_S_AFR,pe,BAU_aESRigid,0.028042612597
Capital,S_S_AFR,pe,BAU_aESRigid,6.57059438526630E-0003
NatRes,S_S_AFR,pe,BAU_aESRigid,7.250231266
AEZ1,TUR,pe,BAU_aESRigid,4.9782271385
AEZ2,TUR,pe,BAU_aESRigid,4.9782271385
AEZ3,TUR,pe,BAU_aESRigid,4.9782271385
AEZ4,TUR,pe,BAU_aESRigid,4.9782266617
AEZ5,TUR,pe,BAU_aESRigid,4.9782271385
AEZ6,TUR,pe,BAU_aESRigid,4.9782266617
AEZ7,TUR,pe,BAU_aESRigid,-1.6292972565
AEZ8,TUR,pe,BAU_aESRigid,-1.6542420387
AEZ9,TUR,pe,BAU_aESRigid,-1.3590580225
AEZ10,TUR,pe,BAU_aESRigid,-1.533868432
AEZ11,TUR,pe,BAU_aESRigid,-1.6568968296
AEZ12,TUR,pe,BAU_aESRigid,-1.960776329
AEZ13,TUR,pe,BAU_aESRigid,-1.7829005718
AEZ14,TUR,pe,BAU_aESRigid,0.61068743467
AEZ15,TUR,pe,BAU_aESRigid,-0.33298259974
AEZ16,TUR,pe,BAU_aESRigid,4.9782266617
AEZ17,TUR,pe,BAU_aESRigid,4.9782266617
AEZ18,TUR,pe,BAU_aESRigid,4.9782266617
UnSkLab,TUR,pe,BAU_aESRigid,-1.1564832926
SkLab,TUR,pe,BAU_aESRigid,-0.98149001598
Capital,TUR,pe,BAU_aESRigid,-1.0375176668
NatRes,TUR,pe,BAU_aESRigid,9.1441364288
AEZ1,USA,pe,BAU_aESRigid,5.7968764305
AEZ2,USA,pe,BAU_aESRigid,5.7968764305
AEZ3,USA,pe,BAU_aESRigid,5.7968764305
AEZ4,USA,pe,BAU_aESRigid,-5.0442447662
AEZ5,USA,pe,BAU_aESRigid,-4.8696088791
AEZ6,USA,pe,BAU_aESRigid,5.7968769073
AEZ7,USA,pe,BAU_aESRigid,-3.0239338875
AEZ8,USA,pe,BAU_aESRigid,-3.5571157932
AEZ9,USA,pe,BAU_aESRigid,-4.482026577
AEZ10,USA,pe,BAU_aESRigid,-3.4846973419
AEZ11,USA,pe,BAU_aESRigid,-2.5590906143
AEZ12,USA,pe,BAU_aESRigid,0.20475824177
AEZ13,USA,pe,BAU_aESRigid,4.6611361504
AEZ14,USA,pe,BAU_aESRigid,1.4593658447
AEZ15,USA,pe,BAU_aESRigid,0.73351073265
AEZ16,USA,pe,BAU_aESRigid,5.239877224
AEZ17,USA,pe,BAU_aESRigid,5.7968730927
AEZ18,USA,pe,BAU_aESRigid,-1.2386571169
UnSkLab,USA,pe,BAU_aESRigid,-0.27789765596
SkLab,USA,pe,BAU_aESRigid,-0.28811082244
Capital,USA,pe,BAU_aESRigid,-0.26265314221
NatRes,USA,pe,BAU_aESRigid,6.2216219902
AEZ1,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ2,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ3,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ4,VNM,pe,BAU_aESRigid,-2.4638855457
AEZ5,VNM,pe,BAU_aESRigid,-2.0287063122
AEZ6,VNM,pe,BAU_aESRigid,-1.6664874554
AEZ7,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ8,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ9,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ10,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ11,VNM,pe,BAU_aESRigid,-0.93501520157
AEZ12,VNM,pe,BAU_aESRigid,-2.0085301399
AEZ13,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ14,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ15,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ16,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ17,VNM,pe,BAU_aESRigid,-1.0737141371
AEZ18,VNM,pe,BAU_aESRigid,-1.0737141371
UnSkLab,VNM,pe,BAU_aESRigid,-0.21172186732
SkLab,VNM,pe,BAU_aESRigid,-0.22234749794
Capital,VNM,pe,BAU_aESRigid,-0.16596671939
NatRes,VNM,pe,BAU_aESRigid,6.424021244
AEZ1,XAC,pe,BAU_aESRigid,473.62036133
AEZ2,XAC,pe,BAU_aESRigid,22.752468109
AEZ3,XAC,pe,BAU_aESRigid,14.667132378
AEZ4,XAC,pe,BAU_aESRigid,7.4954986572
AEZ5,XAC,pe,BAU_aESRigid,9.2119455338
AEZ6,XAC,pe,BAU_aESRigid,2.2249002457
AEZ7,XAC,pe,BAU_aESRigid,9.9990663528
AEZ8,XAC,pe,BAU_aESRigid,21.220043182
AEZ9,XAC,pe,BAU_aESRigid,15.966398239
AEZ10,XAC,pe,BAU_aESRigid,3.642128706
AEZ11,XAC,pe,BAU_aESRigid,18.703422546
AEZ12,XAC,pe,BAU_aESRigid,18.952432632
AEZ13,XAC,pe,BAU_aESRigid,473.62036133
AEZ14,XAC,pe,BAU_aESRigid,473.62039185
AEZ15,XAC,pe,BAU_aESRigid,473.62036133
AEZ16,XAC,pe,BAU_aESRigid,473.62036133
AEZ17,XAC,pe,BAU_aESRigid,473.62036133
AEZ18,XAC,pe,BAU_aESRigid,473.62036133
UnSkLab,XAC,pe,BAU_aESRigid,5.38312006
SkLab,XAC,pe,BAU_aESRigid,5.737071991
Capital,XAC,pe,BAU_aESRigid,5.2851362228
NatRes,XAC,pe,BAU_aESRigid,-1.1451611519
AEZ1,ZAF,pe,BAU_aESRigid,-2.0451512337
AEZ2,ZAF,pe,BAU_aESRigid,-1.8406666517
AEZ3,ZAF,pe,BAU_aESRigid,-1.5582621098
AEZ4,ZAF,pe,BAU_aESRigid,0.17699283361
AEZ5,ZAF,pe,BAU_aESRigid,-0.95010638237
AEZ6,ZAF,pe,BAU_aESRigid,0.24954508245
AEZ7,ZAF,pe,BAU_aESRigid,-1.7051107883
AEZ8,ZAF,pe,BAU_aESRigid,-1.2388883829
AEZ9,ZAF,pe,BAU_aESRigid,-1.176456213
AEZ10,ZAF,pe,BAU_aESRigid,-0.19222955406
AEZ11,ZAF,pe,BAU_aESRigid,-0.018511435017
AEZ12,ZAF,pe,BAU_aESRigid,-1.2991080284
AEZ13,ZAF,pe,BAU_aESRigid,21.562101364
AEZ14,ZAF,pe,BAU_aESRigid,21.562103271
AEZ15,ZAF,pe,BAU_aESRigid,21.562103271
