ACTS,REG,RACTRES,SCEN,Value
PrFood,VNM,po,BAU_aESRigid,0.80965590477
PrLstk,VNM,po,BAU_aESRigid,0.25882419944
NRes,VNM,po,BAU_aESRigid,3.656886816
Mnfcing,VNM,po,BAU_aESRigid,0.42010620236
Services,VNM,po,BAU_aESRigid,0.14577223361
paddyrice,XAC,po,BAU_aESRigid,16.839097977
wheat,XAC,po,BAU_aESRigid,7.5079159737
crsgrns,XAC,po,BAU_aESRigid,10.740448952
fruitveg,XAC,po,BAU_aESRigid,6.02850914
oilsds,XAC,po,BAU_aESRigid,11.538421631
sugarcrps,XAC,po,BAU_aESRigid,12.196101189
cotton,XAC,po,BAU_aESRigid,28.328611374
othercrps,XAC,po,BAU_aESRigid,7.6518545151
forestsec,XAC,po,BAU_aESRigid,-0.081726908684
fishery,XAC,po,BAU_aESRigid,-29.356216431
ruminant,XAC,po,BAU_aESRigid,11.444976807
nonruminant,XAC,po,BAU_aESRigid,2.2370240688
PrFood,XAC,po,BAU_aESRigid,-4.0949196815
PrLstk,XAC,po,BAU_aESRigid,-9.3460874557
NRes,XAC,po,BAU_aESRigid,2.8950324059
Mnfcing,XAC,po,BAU_aESRigid,3.2070672512
Services,XAC,po,BAU_aESRigid,4.0134744644
paddyrice,ZAF,po,BAU_aESRigid,-0.77109062672
wheat,ZAF,po,BAU_aESRigid,-0.22912056744
crsgrns,ZAF,po,BAU_aESRigid,-0.24886387587
fruitveg,ZAF,po,BAU_aESRigid,-1.2088860273
oilsds,ZAF,po,BAU_aESRigid,-1.7142608166
sugarcrps,ZAF,po,BAU_aESRigid,-0.26437529922
cotton,ZAF,po,BAU_aESRigid,-1.4582155943
othercrps,ZAF,po,BAU_aESRigid,-1.1587837934
forestsec,ZAF,po,BAU_aESRigid,0.14664320648
fishery,ZAF,po,BAU_aESRigid,30.646148682
ruminant,ZAF,po,BAU_aESRigid,-0.17565491796
nonruminant,ZAF,po,BAU_aESRigid,-0.14033028483
PrFood,ZAF,po,BAU_aESRigid,0.045560251921
PrLstk,ZAF,po,BAU_aESRigid,-0.17737086117
NRes,ZAF,po,BAU_aESRigid,3.6239757538
Mnfcing,ZAF,po,BAU_aESRigid,0.54712915421
Services,ZAF,po,BAU_aESRigid,-0.16184364259
paddyrice,ARG,qo,BAU_aESRigid,0.50274211168
wheat,ARG,qo,BAU_aESRigid,0.58063727617
crsgrns,ARG,qo,BAU_aESRigid,0.25012183189
fruitveg,ARG,qo,BAU_aESRigid,0.51590448618
oilsds,ARG,qo,BAU_aESRigid,-0.28292644024
sugarcrps,ARG,qo,BAU_aESRigid,0.67979705334
cotton,ARG,qo,BAU_aESRigid,-0.39596989751
othercrps,ARG,qo,BAU_aESRigid,-0.022343860939
forestsec,ARG,qo,BAU_aESRigid,4.0566105843
fishery,ARG,qo,BAU_aESRigid,-0.89622592926
ruminant,ARG,qo,BAU_aESRigid,0.23558530211
nonruminant,ARG,qo,BAU_aESRigid,0.33231022954
PrFood,ARG,qo,BAU_aESRigid,0.78927075863
PrLstk,ARG,qo,BAU_aESRigid,0.3682693243
NRes,ARG,qo,BAU_aESRigid,0.10208100826
Mnfcing,ARG,qo,BAU_aESRigid,-0.51912558079
Services,ARG,qo,BAU_aESRigid,-6.05509942397475E-0003
paddyrice,BGD,qo,BAU_aESRigid,-1.6450461149
wheat,BGD,qo,BAU_aESRigid,-1.2028876543
crsgrns,BGD,qo,BAU_aESRigid,-1.9840065241
fruitveg,BGD,qo,BAU_aESRigid,-1.3016775846
oilsds,BGD,qo,BAU_aESRigid,-1.8682132959
sugarcrps,BGD,qo,BAU_aESRigid,-1.3672038317
cotton,BGD,qo,BAU_aESRigid,0.25363457203
othercrps,BGD,qo,BAU_aESRigid,-0.86980432272
forestsec,BGD,qo,BAU_aESRigid,-0.74132788181
fishery,BGD,qo,BAU_aESRigid,-9.0215959549
ruminant,BGD,qo,BAU_aESRigid,-1.104416728
nonruminant,BGD,qo,BAU_aESRigid,-1.9940810204
PrFood,BGD,qo,BAU_aESRigid,-1.6614407301
PrLstk,BGD,qo,BAU_aESRigid,-2.5214092731
NRes,BGD,qo,BAU_aESRigid,-5.3272509575
Mnfcing,BGD,qo,BAU_aESRigid,2.579957962
Services,BGD,qo,BAU_aESRigid,-0.31926169991
paddyrice,BRAZIL,qo,BAU_aESRigid,0.29797837138
wheat,BRAZIL,qo,BAU_aESRigid,0.21228227019
crsgrns,BRAZIL,qo,BAU_aESRigid,0.23566870391
fruitveg,BRAZIL,qo,BAU_aESRigid,0.035482410342
oilsds,BRAZIL,qo,BAU_aESRigid,-1.1212645769
sugarcrps,BRAZIL,qo,BAU_aESRigid,0.041554324329
cotton,BRAZIL,qo,BAU_aESRigid,-0.65236747265
othercrps,BRAZIL,qo,BAU_aESRigid,-0.39221131802
forestsec,BRAZIL,qo,BAU_aESRigid,-0.6045575738
fishery,BRAZIL,qo,BAU_aESRigid,-6.7667293549
ruminant,BRAZIL,qo,BAU_aESRigid,0.25816559792
nonruminant,BRAZIL,qo,BAU_aESRigid,0.24233904481
PrFood,BRAZIL,qo,BAU_aESRigid,0.25596874952
PrLstk,BRAZIL,qo,BAU_aESRigid,0.30807772279
NRes,BRAZIL,qo,BAU_aESRigid,-0.03496991843
Mnfcing,BRAZIL,qo,BAU_aESRigid,-0.58092367649
Services,BRAZIL,qo,BAU_aESRigid,0.064035266638
paddyrice,C_C_Amer,qo,BAU_aESRigid,-0.7955018878
wheat,C_C_Amer,qo,BAU_aESRigid,0.024070963264
crsgrns,C_C_Amer,qo,BAU_aESRigid,-0.32531824708
fruitveg,C_C_Amer,qo,BAU_aESRigid,-0.061258509755
oilsds,C_C_Amer,qo,BAU_aESRigid,-0.55367910862
sugarcrps,C_C_Amer,qo,BAU_aESRigid,-0.51359802485
cotton,C_C_Amer,qo,BAU_aESRigid,-0.037478033453
othercrps,C_C_Amer,qo,BAU_aESRigid,0.47916948795
forestsec,C_C_Amer,qo,BAU_aESRigid,-0.47575849295
fishery,C_C_Amer,qo,BAU_aESRigid,-3.6925103664
ruminant,C_C_Amer,qo,BAU_aESRigid,-0.89501917362
nonruminant,C_C_Amer,qo,BAU_aESRigid,-0.82411849499
PrFood,C_C_Amer,qo,BAU_aESRigid,-1.1144218445
PrLstk,C_C_Amer,qo,BAU_aESRigid,-1.4394731522
NRes,C_C_Amer,qo,BAU_aESRigid,-2.1903345585
Mnfcing,C_C_Amer,qo,BAU_aESRigid,0.28930974007
Services,C_C_Amer,qo,BAU_aESRigid,0.051381032914
paddyrice,CAN,qo,BAU_aESRigid,-0.97186213732
wheat,CAN,qo,BAU_aESRigid,-0.14370107651
crsgrns,CAN,qo,BAU_aESRigid,-0.33465769887
fruitveg,CAN,qo,BAU_aESRigid,0.038643758744
oilsds,CAN,qo,BAU_aESRigid,2.876919508
sugarcrps,CAN,qo,BAU_aESRigid,-1.2914793491
cotton,CAN,qo,BAU_aESRigid,-0.042606782168
othercrps,CAN,qo,BAU_aESRigid,-1.087370038
forestsec,CAN,qo,BAU_aESRigid,-0.74717694521
fishery,CAN,qo,BAU_aESRigid,-3.5136675835
ruminant,CAN,qo,BAU_aESRigid,-0.28663960099
nonruminant,CAN,qo,BAU_aESRigid,-0.37842667103
PrFood,CAN,qo,BAU_aESRigid,-1.0140459538
PrLstk,CAN,qo,BAU_aESRigid,-0.10389427841
NRes,CAN,qo,BAU_aESRigid,0.070921905339
Mnfcing,CAN,qo,BAU_aESRigid,-2.2177038193
Services,CAN,qo,BAU_aESRigid,0.15597070754
paddyrice,CHIHKG,qo,BAU_aESRigid,-0.99021267891
wheat,CHIHKG,qo,BAU_aESRigid,4.10908320918679E-0003
crsgrns,CHIHKG,qo,BAU_aESRigid,-0.17619645596
fruitveg,CHIHKG,qo,BAU_aESRigid,-7.51866842620075E-0004
oilsds,CHIHKG,qo,BAU_aESRigid,0.27479708195
sugarcrps,CHIHKG,qo,BAU_aESRigid,-0.35546264052
cotton,CHIHKG,qo,BAU_aESRigid,0.40202057362
othercrps,CHIHKG,qo,BAU_aESRigid,0.40394756198
forestsec,CHIHKG,qo,BAU_aESRigid,-0.53312671185
fishery,CHIHKG,qo,BAU_aESRigid,-3.8293521404
ruminant,CHIHKG,qo,BAU_aESRigid,0.32861360908
nonruminant,CHIHKG,qo,BAU_aESRigid,-0.066261716187
PrFood,CHIHKG,qo,BAU_aESRigid,-1.1190019846
PrLstk,CHIHKG,qo,BAU_aESRigid,0.19371953607
NRes,CHIHKG,qo,BAU_aESRigid,-1.814219594
Mnfcing,CHIHKG,qo,BAU_aESRigid,0.27075916529
Services,CHIHKG,qo,BAU_aESRigid,-0.1070163101
paddyrice,COL,qo,BAU_aESRigid,0.060435473919
wheat,COL,qo,BAU_aESRigid,-0.034677922726
crsgrns,COL,qo,BAU_aESRigid,7.92877748608589E-0003
fruitveg,COL,qo,BAU_aESRigid,-0.24113598466
oilsds,COL,qo,BAU_aESRigid,-0.56732910872
sugarcrps,COL,qo,BAU_aESRigid,0.044228076935
cotton,COL,qo,BAU_aESRigid,-1.1142137051
othercrps,COL,qo,BAU_aESRigid,-1.2854450941
forestsec,COL,qo,BAU_aESRigid,0.029112393036
fishery,COL,qo,BAU_aESRigid,1.2857604027
ruminant,COL,qo,BAU_aESRigid,0.22260536253
nonruminant,COL,qo,BAU_aESRigid,0.18661127985
PrFood,COL,qo,BAU_aESRigid,0.10333734006
PrLstk,COL,qo,BAU_aESRigid,0.31007501483
NRes,COL,qo,BAU_aESRigid,0.3056704402
Mnfcing,COL,qo,BAU_aESRigid,-1.4798988104
Services,COL,qo,BAU_aESRigid,0.11117805541
paddyrice,E_Asia,qo,BAU_aESRigid,0.23473675549
wheat,E_Asia,qo,BAU_aESRigid,0.50344377756
crsgrns,E_Asia,qo,BAU_aESRigid,0.022720990703
fruitveg,E_Asia,qo,BAU_aESRigid,-2.992701292
oilsds,E_Asia,qo,BAU_aESRigid,-19.926607132
sugarcrps,E_Asia,qo,BAU_aESRigid,-0.4088614285
cotton,E_Asia,qo,BAU_aESRigid,-1.6770967245
othercrps,E_Asia,qo,BAU_aESRigid,-0.96127146482
forestsec,E_Asia,qo,BAU_aESRigid,-0.55539983511
fishery,E_Asia,qo,BAU_aESRigid,14.346186638
ruminant,E_Asia,qo,BAU_aESRigid,5.64673030748963E-0003
nonruminant,E_Asia,qo,BAU_aESRigid,0.29007083178
PrFood,E_Asia,qo,BAU_aESRigid,1.6834542751
PrLstk,E_Asia,qo,BAU_aESRigid,-0.02692302689
NRes,E_Asia,qo,BAU_aESRigid,0.13461945951
Mnfcing,E_Asia,qo,BAU_aESRigid,-1.1249976158
Services,E_Asia,qo,BAU_aESRigid,0.022736726329
paddyrice,EGY,qo,BAU_aESRigid,0.090477287769
wheat,EGY,qo,BAU_aESRigid,0.13602022827
crsgrns,EGY,qo,BAU_aESRigid,0.34369376302
fruitveg,EGY,qo,BAU_aESRigid,0.48035976291
oilsds,EGY,qo,BAU_aESRigid,0.45467463136
sugarcrps,EGY,qo,BAU_aESRigid,0.068546108902
cotton,EGY,qo,BAU_aESRigid,0.13693791628
othercrps,EGY,qo,BAU_aESRigid,0.81140446663
forestsec,EGY,qo,BAU_aESRigid,0.44074481726
fishery,EGY,qo,BAU_aESRigid,-7.8937911987
ruminant,EGY,qo,BAU_aESRigid,-2.27732607163489E-0003
nonruminant,EGY,qo,BAU_aESRigid,-0.15111801028
PrFood,EGY,qo,BAU_aESRigid,-0.53278583288
PrLstk,EGY,qo,BAU_aESRigid,0.98275250196
NRes,EGY,qo,BAU_aESRigid,-2.4025599957
Mnfcing,EGY,qo,BAU_aESRigid,-0.24546217918
Services,EGY,qo,BAU_aESRigid,0.023570505902
paddyrice,ETH,qo,BAU_aESRigid,-1.1098755598
wheat,ETH,qo,BAU_aESRigid,0.79219782352
crsgrns,ETH,qo,BAU_aESRigid,0.71051859856
fruitveg,ETH,qo,BAU_aESRigid,0.87008935213
oilsds,ETH,qo,BAU_aESRigid,3.1395750046
sugarcrps,ETH,qo,BAU_aESRigid,0.74719238281
cotton,ETH,qo,BAU_aESRigid,0.56538659334
othercrps,ETH,qo,BAU_aESRigid,1.2049478292
forestsec,ETH,qo,BAU_aESRigid,-1.7920660973
fishery,ETH,qo,BAU_aESRigid,-0.20233853161
ruminant,ETH,qo,BAU_aESRigid,0.70702981949
nonruminant,ETH,qo,BAU_aESRigid,1.5775693655
PrFood,ETH,qo,BAU_aESRigid,1.0338573456
PrLstk,ETH,qo,BAU_aESRigid,-0.87864404917
NRes,ETH,qo,BAU_aESRigid,0.45483088493
Mnfcing,ETH,qo,BAU_aESRigid,-1.6595259905
Services,ETH,qo,BAU_aESRigid,-1.2643892765
paddyrice,EU27,qo,BAU_aESRigid,0.47579044104
wheat,EU27,qo,BAU_aESRigid,0.18254460394
crsgrns,EU27,qo,BAU_aESRigid,0.19104149938
fruitveg,EU27,qo,BAU_aESRigid,0.44713398814
oilsds,EU27,qo,BAU_aESRigid,1.3572977781
sugarcrps,EU27,qo,BAU_aESRigid,0.040506985039
cotton,EU27,qo,BAU_aESRigid,0.42371365428
othercrps,EU27,qo,BAU_aESRigid,-0.57188361883
forestsec,EU27,qo,BAU_aESRigid,-2.6366186142
fishery,EU27,qo,BAU_aESRigid,9.0089149475
ruminant,EU27,qo,BAU_aESRigid,0.050137586892
nonruminant,EU27,qo,BAU_aESRigid,0.097998298705
PrFood,EU27,qo,BAU_aESRigid,0.49875685573
PrLstk,EU27,qo,BAU_aESRigid,0.098982237279
NRes,EU27,qo,BAU_aESRigid,0.48037075996
Mnfcing,EU27,qo,BAU_aESRigid,0.16836822033
Services,EU27,qo,BAU_aESRigid,-0.042741600424
paddyrice,IDN,qo,BAU_aESRigid,0.20681618154
wheat,IDN,qo,BAU_aESRigid,0.28483092785
crsgrns,IDN,qo,BAU_aESRigid,0.30578550696
fruitveg,IDN,qo,BAU_aESRigid,-0.084852308035
oilsds,IDN,qo,BAU_aESRigid,0.1064049527
sugarcrps,IDN,qo,BAU_aESRigid,0.38579851389
cotton,IDN,qo,BAU_aESRigid,-1.0205082893
othercrps,IDN,qo,BAU_aESRigid,-0.57875621319
forestsec,IDN,qo,BAU_aESRigid,-2.5231463909
fishery,IDN,qo,BAU_aESRigid,-2.154800415
ruminant,IDN,qo,BAU_aESRigid,0.46569359303
nonruminant,IDN,qo,BAU_aESRigid,0.32705581188
PrFood,IDN,qo,BAU_aESRigid,0.39516159892
PrLstk,IDN,qo,BAU_aESRigid,0.75010478497
NRes,IDN,qo,BAU_aESRigid,-0.1762175262
Mnfcing,IDN,qo,BAU_aESRigid,-2.0360207558
Services,IDN,qo,BAU_aESRigid,0.17370164394
paddyrice,INDIA,qo,BAU_aESRigid,0.50689071417
wheat,INDIA,qo,BAU_aESRigid,0.4837436378
crsgrns,INDIA,qo,BAU_aESRigid,-0.1922365278
fruitveg,INDIA,qo,BAU_aESRigid,0.069175504148
oilsds,INDIA,qo,BAU_aESRigid,0.14956602454
sugarcrps,INDIA,qo,BAU_aESRigid,0.16458335519
cotton,INDIA,qo,BAU_aESRigid,-0.27452489734
othercrps,INDIA,qo,BAU_aESRigid,0.061167512089
forestsec,INDIA,qo,BAU_aESRigid,2.2244074345
fishery,INDIA,qo,BAU_aESRigid,-5.2002682686
ruminant,INDIA,qo,BAU_aESRigid,-0.23785294592
nonruminant,INDIA,qo,BAU_aESRigid,-0.34925913811
PrFood,INDIA,qo,BAU_aESRigid,0.68333178759
PrLstk,INDIA,qo,BAU_aESRigid,-4.0770306587
NRes,INDIA,qo,BAU_aESRigid,-1.4083224535
Mnfcing,INDIA,qo,BAU_aESRigid,-0.37860813737
Services,INDIA,qo,BAU_aESRigid,0.03004238382
paddyrice,JAPAN,qo,BAU_aESRigid,-0.70531088114
wheat,JAPAN,qo,BAU_aESRigid,-0.1374129951
crsgrns,JAPAN,qo,BAU_aESRigid,-0.097416728735
fruitveg,JAPAN,qo,BAU_aESRigid,0.070572212338
oilsds,JAPAN,qo,BAU_aESRigid,0.60564279556
sugarcrps,JAPAN,qo,BAU_aESRigid,-0.67468118668
cotton,JAPAN,qo,BAU_aESRigid,0.29759696126
othercrps,JAPAN,qo,BAU_aESRigid,0.082452014089
forestsec,JAPAN,qo,BAU_aESRigid,-0.017481053248
fishery,JAPAN,qo,BAU_aESRigid,-2.3177547455
ruminant,JAPAN,qo,BAU_aESRigid,-0.11041776091
nonruminant,JAPAN,qo,BAU_aESRigid,-0.35709345341
PrFood,JAPAN,qo,BAU_aESRigid,-0.7496817708
PrLstk,JAPAN,qo,BAU_aESRigid,-0.14270873368
NRes,JAPAN,qo,BAU_aESRigid,-2.1478450298
Mnfcing,JAPAN,qo,BAU_aESRigid,0.69273972511
Services,JAPAN,qo,BAU_aESRigid,-0.10904046148
paddyrice,KOR,qo,BAU_aESRigid,-0.62917262316
wheat,KOR,qo,BAU_aESRigid,-0.29337388277
crsgrns,KOR,qo,BAU_aESRigid,-0.29643285275
fruitveg,KOR,qo,BAU_aESRigid,-0.59604918957
oilsds,KOR,qo,BAU_aESRigid,-1.6676921844
sugarcrps,KOR,qo,BAU_aESRigid,-0.36490929127
cotton,KOR,qo,BAU_aESRigid,-0.42692801356
othercrps,KOR,qo,BAU_aESRigid,-0.11066879332
forestsec,KOR,qo,BAU_aESRigid,9.2172651291
fishery,KOR,qo,BAU_aESRigid,-4.0610117912
ruminant,KOR,qo,BAU_aESRigid,0.031450085342
nonruminant,KOR,qo,BAU_aESRigid,-0.23516651988
PrFood,KOR,qo,BAU_aESRigid,-0.73611325026
PrLstk,KOR,qo,BAU_aESRigid,0.033093106002
NRes,KOR,qo,BAU_aESRigid,-2.8414819241
Mnfcing,KOR,qo,BAU_aESRigid,0.51190251112
Services,KOR,qo,BAU_aESRigid,-0.17366588116
paddyrice,MAR,qo,BAU_aESRigid,0.21507281065
wheat,MAR,qo,BAU_aESRigid,0.24011017382
crsgrns,MAR,qo,BAU_aESRigid,0.22223038971
fruitveg,MAR,qo,BAU_aESRigid,0.025509526953
oilsds,MAR,qo,BAU_aESRigid,-0.05839420855
sugarcrps,MAR,qo,BAU_aESRigid,0.42906820774
cotton,MAR,qo,BAU_aESRigid,0.039036251605
othercrps,MAR,qo,BAU_aESRigid,-0.62874382734
forestsec,MAR,qo,BAU_aESRigid,1.2372692823
fishery,MAR,qo,BAU_aESRigid,12.09329319
ruminant,MAR,qo,BAU_aESRigid,0.024471500888
nonruminant,MAR,qo,BAU_aESRigid,0.17437370121
PrFood,MAR,qo,BAU_aESRigid,0.57274270058
PrLstk,MAR,qo,BAU_aESRigid,0.53307938576
NRes,MAR,qo,BAU_aESRigid,1.2700053453
Mnfcing,MAR,qo,BAU_aESRigid,-0.36651280522
Services,MAR,qo,BAU_aESRigid,-0.03007969819
paddyrice,MDG,qo,BAU_aESRigid,-0.94319784641
wheat,MDG,qo,BAU_aESRigid,-2.4146769047
crsgrns,MDG,qo,BAU_aESRigid,-0.56939584017
fruitveg,MDG,qo,BAU_aESRigid,-0.65475487709
oilsds,MDG,qo,BAU_aESRigid,-2.3030500412
sugarcrps,MDG,qo,BAU_aESRigid,-0.66464728117
cotton,MDG,qo,BAU_aESRigid,-3.6149330139
othercrps,MDG,qo,BAU_aESRigid,-1.721109271
forestsec,MDG,qo,BAU_aESRigid,0.38942217827
fishery,MDG,qo,BAU_aESRigid,-4.9876365662
ruminant,MDG,qo,BAU_aESRigid,-0.92875593901
nonruminant,MDG,qo,BAU_aESRigid,-0.77695327997
PrFood,MDG,qo,BAU_aESRigid,-0.89397776127
PrLstk,MDG,qo,BAU_aESRigid,-1.3502116203
NRes,MDG,qo,BAU_aESRigid,-2.9081156254
Mnfcing,MDG,qo,BAU_aESRigid,1.256336689
Services,MDG,qo,BAU_aESRigid,0.053091987967
paddyrice,MEAS_NAfr,qo,BAU_aESRigid,0.34502661228
wheat,MEAS_NAfr,qo,BAU_aESRigid,0.26918530464
crsgrns,MEAS_NAfr,qo,BAU_aESRigid,0.37136209011
fruitveg,MEAS_NAfr,qo,BAU_aESRigid,0.39136248827
oilsds,MEAS_NAfr,qo,BAU_aESRigid,-0.47363212705
sugarcrps,MEAS_NAfr,qo,BAU_aESRigid,0.31323847175
cotton,MEAS_NAfr,qo,BAU_aESRigid,1.2748006582
othercrps,MEAS_NAfr,qo,BAU_aESRigid,-0.90189296007
forestsec,MEAS_NAfr,qo,BAU_aESRigid,-2.7037339211
fishery,MEAS_NAfr,qo,BAU_aESRigid,1.5346320868
ruminant,MEAS_NAfr,qo,BAU_aESRigid,0.16956354678
nonruminant,MEAS_NAfr,qo,BAU_aESRigid,0.61178570986
PrFood,MEAS_NAfr,qo,BAU_aESRigid,0.44360604882
PrLstk,MEAS_NAfr,qo,BAU_aESRigid,0.33808201551
NRes,MEAS_NAfr,qo,BAU_aESRigid,0.11011552811
Mnfcing,MEAS_NAfr,qo,BAU_aESRigid,-3.5049374104
Services,MEAS_NAfr,qo,BAU_aESRigid,0.32182061672
paddyrice,MEX,qo,BAU_aESRigid,0.1076022312
wheat,MEX,qo,BAU_aESRigid,0.31000670791
crsgrns,MEX,qo,BAU_aESRigid,0.17730095983
fruitveg,MEX,qo,BAU_aESRigid,0.10082620382
oilsds,MEX,qo,BAU_aESRigid,0.014637930319
sugarcrps,MEX,qo,BAU_aESRigid,0.24151526392
cotton,MEX,qo,BAU_aESRigid,0.14799460769
othercrps,MEX,qo,BAU_aESRigid,-0.24322637916
forestsec,MEX,qo,BAU_aESRigid,7.298210144
fishery,MEX,qo,BAU_aESRigid,-3.8002052307
ruminant,MEX,qo,BAU_aESRigid,0.14462251961
nonruminant,MEX,qo,BAU_aESRigid,0.17206986248
PrFood,MEX,qo,BAU_aESRigid,0.33438232541
PrLstk,MEX,qo,BAU_aESRigid,0.11769803613
NRes,MEX,qo,BAU_aESRigid,-0.030606338754
Mnfcing,MEX,qo,BAU_aESRigid,-0.65880954266
Services,MEX,qo,BAU_aESRigid,0.094767510891
paddyrice,MYS,qo,BAU_aESRigid,-0.4604807198
wheat,MYS,qo,BAU_aESRigid,-0.34207397699
crsgrns,MYS,qo,BAU_aESRigid,-0.2457203418
fruitveg,MYS,qo,BAU_aESRigid,-1.6173979044
oilsds,MYS,qo,BAU_aESRigid,-0.52520543337
sugarcrps,MYS,qo,BAU_aESRigid,-0.28910976648
cotton,MYS,qo,BAU_aESRigid,-0.051253657788
othercrps,MYS,qo,BAU_aESRigid,-1.400121212
forestsec,MYS,qo,BAU_aESRigid,-0.76093810797
fishery,MYS,qo,BAU_aESRigid,-5.9784698486
ruminant,MYS,qo,BAU_aESRigid,-0.17493492365
nonruminant,MYS,qo,BAU_aESRigid,-0.055280853063
PrFood,MYS,qo,BAU_aESRigid,-0.52049523592
PrLstk,MYS,qo,BAU_aESRigid,0.23737902939
NRes,MYS,qo,BAU_aESRigid,-0.5568100214
Mnfcing,MYS,qo,BAU_aESRigid,-0.18755237758
Services,MYS,qo,BAU_aESRigid,0.039412666112
paddyrice,NGA,qo,BAU_aESRigid,0.16008512676
wheat,NGA,qo,BAU_aESRigid,-0.1497348845
crsgrns,NGA,qo,BAU_aESRigid,0.16041888297
fruitveg,NGA,qo,BAU_aESRigid,0.16238495708
oilsds,NGA,qo,BAU_aESRigid,0.26271256804
sugarcrps,NGA,qo,BAU_aESRigid,0.16189935803
cotton,NGA,qo,BAU_aESRigid,-0.63631308079
othercrps,NGA,qo,BAU_aESRigid,0.75713801384
forestsec,NGA,qo,BAU_aESRigid,-0.44291970134
fishery,NGA,qo,BAU_aESRigid,-3.2520136833
ruminant,NGA,qo,BAU_aESRigid,0.14572770894
nonruminant,NGA,qo,BAU_aESRigid,0.18210439384
PrFood,NGA,qo,BAU_aESRigid,0.24531105161
PrLstk,NGA,qo,BAU_aESRigid,0.1863977015
NRes,NGA,qo,BAU_aESRigid,-0.50612854958
Mnfcing,NGA,qo,BAU_aESRigid,-0.62692564726
Services,NGA,qo,BAU_aESRigid,0.1636365205
paddyrice,Oceania,qo,BAU_aESRigid,0.22522042692
wheat,Oceania,qo,BAU_aESRigid,-4.67614317312837E-0003
crsgrns,Oceania,qo,BAU_aESRigid,-0.62647414207
fruitveg,Oceania,qo,BAU_aESRigid,-0.85534125566
oilsds,Oceania,qo,BAU_aESRigid,-1.0891293287
sugarcrps,Oceania,qo,BAU_aESRigid,-0.094100765884
cotton,Oceania,qo,BAU_aESRigid,0.22437681258
othercrps,Oceania,qo,BAU_aESRigid,-0.91837328672
forestsec,Oceania,qo,BAU_aESRigid,-0.78688198328
fishery,Oceania,qo,BAU_aESRigid,10.515049934
ruminant,Oceania,qo,BAU_aESRigid,-1.2707855701
nonruminant,Oceania,qo,BAU_aESRigid,-0.29713988304
PrFood,Oceania,qo,BAU_aESRigid,0.37241360545
PrLstk,Oceania,qo,BAU_aESRigid,-1.2481461763
NRes,Oceania,qo,BAU_aESRigid,0.18083789945
Mnfcing,Oceania,qo,BAU_aESRigid,-3.1516735554
Services,Oceania,qo,BAU_aESRigid,0.13193055987
paddyrice,Oth_CEE_CIS,qo,BAU_aESRigid,-0.16352762282
wheat,Oth_CEE_CIS,qo,BAU_aESRigid,0.11034590751
crsgrns,Oth_CEE_CIS,qo,BAU_aESRigid,0.078738644719
fruitveg,Oth_CEE_CIS,qo,BAU_aESRigid,-0.12476698309
oilsds,Oth_CEE_CIS,qo,BAU_aESRigid,-2.280018568
sugarcrps,Oth_CEE_CIS,qo,BAU_aESRigid,0.052775919437
cotton,Oth_CEE_CIS,qo,BAU_aESRigid,0.25717687607
othercrps,Oth_CEE_CIS,qo,BAU_aESRigid,-0.69459736347
forestsec,Oth_CEE_CIS,qo,BAU_aESRigid,0.33265700936
fishery,Oth_CEE_CIS,qo,BAU_aESRigid,-3.8767745495
ruminant,Oth_CEE_CIS,qo,BAU_aESRigid,0.16835793853
nonruminant,Oth_CEE_CIS,qo,BAU_aESRigid,0.28009173274
PrFood,Oth_CEE_CIS,qo,BAU_aESRigid,0.27141836286
PrLstk,Oth_CEE_CIS,qo,BAU_aESRigid,0.31786158681
NRes,Oth_CEE_CIS,qo,BAU_aESRigid,0.097378827631
Mnfcing,Oth_CEE_CIS,qo,BAU_aESRigid,-2.577937603
Services,Oth_CEE_CIS,qo,BAU_aESRigid,0.13919514418
paddyrice,Oth_Europe,qo,BAU_aESRigid,-0.32757249475
wheat,Oth_Europe,qo,BAU_aESRigid,-1.3680289984
crsgrns,Oth_Europe,qo,BAU_aESRigid,-0.78427761793
fruitveg,Oth_Europe,qo,BAU_aESRigid,-0.59500724077
oilsds,Oth_Europe,qo,BAU_aESRigid,-1.4508672953
sugarcrps,Oth_Europe,qo,BAU_aESRigid,-1.6339806318
cotton,Oth_Europe,qo,BAU_aESRigid,0.69038540125
othercrps,Oth_Europe,qo,BAU_aESRigid,-0.38531267643
forestsec,Oth_Europe,qo,BAU_aESRigid,2.3948380947
fishery,Oth_Europe,qo,BAU_aESRigid,-4.5412817001
ruminant,Oth_Europe,qo,BAU_aESRigid,-0.64627867937
nonruminant,Oth_Europe,qo,BAU_aESRigid,-0.67469096184
PrFood,Oth_Europe,qo,BAU_aESRigid,-2.3072566986
PrLstk,Oth_Europe,qo,BAU_aESRigid,-0.85486489534
NRes,Oth_Europe,qo,BAU_aESRigid,0.044781114906
Mnfcing,Oth_Europe,qo,BAU_aESRigid,-0.27178874612
Services,Oth_Europe,qo,BAU_aESRigid,0.056933727115
paddyrice,PAK,qo,BAU_aESRigid,0.82008159161
wheat,PAK,qo,BAU_aESRigid,0.56664574146
crsgrns,PAK,qo,BAU_aESRigid,0.21853287518
fruitveg,PAK,qo,BAU_aESRigid,0.74050742388
oilsds,PAK,qo,BAU_aESRigid,1.4693207741
