REGWLD,GDPIN,SCEN,Value
MEAS_NAfr,TechChange,SRLand,0.064529158175
MEX,TechChange,SRLand,4.86597931012511E-0003
MYS,TechChange,SRLand,0.010820975527
NGA,TechChange,SRLand,-0.015269812196
Oceania,TechChange,SRLand,6.64613582193852E-0003
Oth_CEE_CIS,TechChange,SRLand,0.032418809831
Oth_Europe,TechChange,SRLand,8.36917897686362E-0004
PAK,TechChange,SRLand,-0.012387407012
PHL,TechChange,SRLand,0.028714878485
POL,TechChange,SRLand,0.074265524745
R_S_Asia,TechChange,SRLand,7.94784817844629E-0003
R_SE_Asia,TechChange,SRLand,7.19790393486619E-0003
Russia,TechChange,SRLand,0.010474660434
S_o_Amer,TechChange,SRLand,0.03063159436
S_S_AFR,TechChange,SRLand,-0.017403785139
TUR,TechChange,SRLand,7.80701497569680E-0003
USA,TechChange,SRLand,0.011504045688
VNM,TechChange,SRLand,1.63622573018074E-0003
XAC,TechChange,SRLand,0.011167861521
ZAF,TechChange,SRLand,-2.50347424298525E-0003
World,TechChange,SRLand,0.017993550748
ARG,Land,SRnD20,-2.15566554106772E-0003
BGD,Land,SRnD20,-0.018495762721
BRAZIL,Land,SRnD20,-3.90449771657586E-0003
C_C_Amer,Land,SRnD20,-0.010229887441
CAN,Land,SRnD20,-1.30263436585665E-0003
CHIHKG,Land,SRnD20,-2.26174379349686E-0004
COL,Land,SRnD20,-3.12926457263529E-0003
E_Asia,Land,SRnD20,-1.73339431057684E-0005
EGY,Land,SRnD20,3.93810495734215E-0003
ETH,Land,SRnD20,-0.012749550864
EU27,Land,SRnD20,1.06019841041416E-0003
IDN,Land,SRnD20,-0.053188379854
INDIA,Land,SRnD20,-1.22080626897514E-0003
JAPAN,Land,SRnD20,-1.34147913195193E-0003
KOR,Land,SRnD20,-6.05858920607716E-0004
MAR,Land,SRnD20,-1.06871628668159E-0003
MDG,Land,SRnD20,-5.05906587932259E-0004
MEAS_NAfr,Land,SRnD20,-1.87306228326634E-0004
MEX,Land,SRnD20,-1.13017379771918E-0003
MYS,Land,SRnD20,-0.020305272192
NGA,Land,SRnD20,-9.12252068519592E-0003
Oceania,Land,SRnD20,-5.92072377912700E-0004
Oth_CEE_CIS,Land,SRnD20,-5.70213480386883E-0004
Oth_Europe,Land,SRnD20,-1.24568911269307E-0003
PAK,Land,SRnD20,-3.23118502274156E-0003
PHL,Land,SRnD20,-3.06229316629469E-0003
POL,Land,SRnD20,-2.10681837052107E-0003
R_S_Asia,Land,SRnD20,-1.43145909532905E-0003
R_SE_Asia,Land,SRnD20,-9.18915029615164E-0003
Russia,Land,SRnD20,-8.30762553960085E-0004
S_o_Amer,Land,SRnD20,-1.91809132229537E-0003
S_S_AFR,Land,SRnD20,-8.58720857650042E-0003
TUR,Land,SRnD20,1.95833039470017E-0003
USA,Land,SRnD20,3.03173619613517E-0005
VNM,Land,SRnD20,-8.66207573562861E-0003
XAC,Land,SRnD20,3.50116519257426E-0003
ZAF,Land,SRnD20,-2.61820992454886E-0003
World,Land,SRnD20,-1.41274952329695E-0003
ARG,UnSkLab,SRnD20,-5.01589134671576E-0008
BGD,UnSkLab,SRnD20,5.88885329388944E-0011
BRAZIL,UnSkLab,SRnD20,1.60058680194197E-0005
C_C_Amer,UnSkLab,SRnD20,-2.34433333389461E-0004
CAN,UnSkLab,SRnD20,2.20032488869037E-0005
CHIHKG,UnSkLab,SRnD20,8.52551835123450E-0004
COL,UnSkLab,SRnD20,-2.17441886718461E-0009
E_Asia,UnSkLab,SRnD20,-5.86471112910658E-0004
EGY,UnSkLab,SRnD20,5.96642601990993E-0009
ETH,UnSkLab,SRnD20,-9.01861696434025E-0008
EU27,UnSkLab,SRnD20,1.21691881213337E-0003
IDN,UnSkLab,SRnD20,1.91610729416425E-0006
INDIA,UnSkLab,SRnD20,4.77491879369296E-0010
JAPAN,UnSkLab,SRnD20,1.34096801048145E-0004
KOR,UnSkLab,SRnD20,1.76950226887129E-0004
MAR,UnSkLab,SRnD20,-2.05489989468788E-0008
MDG,UnSkLab,SRnD20,2.87695445244651E-0009
MEAS_NAfr,UnSkLab,SRnD20,-8.71272550284630E-0006
MEX,UnSkLab,SRnD20,1.99861060536932E-0005
MYS,UnSkLab,SRnD20,3.29269234100593E-0008
NGA,UnSkLab,SRnD20,7.68115526739166E-0008
Oceania,UnSkLab,SRnD20,5.06519972987007E-0005
Oth_CEE_CIS,UnSkLab,SRnD20,2.19478708459064E-0004
Oth_Europe,UnSkLab,SRnD20,2.79716635122895E-0003
PAK,UnSkLab,SRnD20,4.29900254284021E-0010
PHL,UnSkLab,SRnD20,-2.52098519837318E-0008
POL,UnSkLab,SRnD20,5.47428462596145E-0005
R_S_Asia,UnSkLab,SRnD20,1.48589424497914E-0006
R_SE_Asia,UnSkLab,SRnD20,2.53681969297759E-0006
Russia,UnSkLab,SRnD20,3.39884103084387E-0008
S_o_Amer,UnSkLab,SRnD20,-9.11968891159631E-0005
S_S_AFR,UnSkLab,SRnD20,2.57247273111716E-0004
TUR,UnSkLab,SRnD20,7.02574652677868E-0006
USA,UnSkLab,SRnD20,2.39285815041512E-0004
VNM,UnSkLab,SRnD20,-3.56958445024702E-0008
XAC,UnSkLab,SRnD20,1.62501319067587E-0008
ZAF,UnSkLab,SRnD20,4.36284717579838E-0005
World,UnSkLab,SRnD20,4.85791271785274E-0004
ARG,SkLab,SRnD20,5.54872983116184E-0008
BGD,SkLab,SRnD20,7.42776617990160E-0010
BRAZIL,SkLab,SRnD20,8.73150827828795E-0004
C_C_Amer,SkLab,SRnD20,1.24859018251300E-0003
CAN,SkLab,SRnD20,9.99823445454240E-0004
CHIHKG,SkLab,SRnD20,3.73225612565875E-0003
COL,SkLab,SRnD20,-2.38101364402610E-0007
E_Asia,SkLab,SRnD20,-3.66613781079650E-0003
EGY,SkLab,SRnD20,9.68932027944902E-0008
ETH,SkLab,SRnD20,1.47587604715227E-0006
EU27,SkLab,SRnD20,0.010208801366
IDN,SkLab,SRnD20,6.71307847369462E-0004
INDIA,SkLab,SRnD20,-1.91262643056689E-0007
JAPAN,SkLab,SRnD20,5.64323971047998E-0003
KOR,SkLab,SRnD20,1.05854310095310E-0003
MAR,SkLab,SRnD20,-7.29910496488628E-0008
MDG,SkLab,SRnD20,9.72676843957743E-0007
MEAS_NAfr,SkLab,SRnD20,6.77190138958394E-0004
MEX,SkLab,SRnD20,3.59602109529078E-0003
MYS,SkLab,SRnD20,7.12284347059722E-0008
NGA,SkLab,SRnD20,1.05234732927784E-0006
Oceania,SkLab,SRnD20,1.00616354029626E-0003
Oth_CEE_CIS,SkLab,SRnD20,0.011775992811
Oth_Europe,SkLab,SRnD20,0.035483047366
PAK,SkLab,SRnD20,-4.76185135767082E-0007
PHL,SkLab,SRnD20,-3.77334515633265E-0007
POL,SkLab,SRnD20,6.55600242316723E-0003
R_S_Asia,SkLab,SRnD20,1.13384926225990E-0003
R_SE_Asia,SkLab,SRnD20,-4.08937688916922E-0004
Russia,SkLab,SRnD20,3.15865349875821E-0006
S_o_Amer,SkLab,SRnD20,-6.78374432027340E-0004
S_S_AFR,SkLab,SRnD20,3.53773962706327E-0003
TUR,SkLab,SRnD20,1.24095659703016E-0003
USA,SkLab,SRnD20,2.56366771645844E-0003
VNM,SkLab,SRnD20,-3.67435376347203E-0007
XAC,SkLab,SRnD20,1.03619747449102E-0007
ZAF,SkLab,SRnD20,4.17828414356336E-0004
World,SkLab,SRnD20,4.31724963709712E-0003
ARG,Capital,SRnD20,-5.85332742275568E-0008
BGD,Capital,SRnD20,6.19409856739139E-0009
BRAZIL,Capital,SRnD20,3.40675865300000E-0003
C_C_Amer,Capital,SRnD20,-5.83887915126979E-0004
CAN,Capital,SRnD20,3.97006719140336E-0004
CHIHKG,Capital,SRnD20,4.02495823800564E-0003
COL,Capital,SRnD20,3.55038096699900E-0008
E_Asia,Capital,SRnD20,-2.18423592741601E-0005
EGY,Capital,SRnD20,-9.63563522304867E-0008
ETH,Capital,SRnD20,7.39578354114201E-0009
EU27,Capital,SRnD20,0.011284023523
IDN,Capital,SRnD20,5.79530838876963E-0003
INDIA,Capital,SRnD20,-3.64178873724086E-0008
JAPAN,Capital,SRnD20,1.21469481382519E-0003
KOR,Capital,SRnD20,3.30924522131681E-0004
MAR,Capital,SRnD20,-3.38177770231596E-0008
MDG,Capital,SRnD20,6.59488364362915E-0007
MEAS_NAfr,Capital,SRnD20,1.03620390291326E-0004
MEX,Capital,SRnD20,0.011325432919
MYS,Capital,SRnD20,-4.88552529986919E-0007
NGA,Capital,SRnD20,-2.31265659067503E-0007
Oceania,Capital,SRnD20,6.47112610749900E-0004
Oth_CEE_CIS,Capital,SRnD20,3.92027711495757E-0003
Oth_Europe,Capital,SRnD20,0.020848708227
PAK,Capital,SRnD20,7.90495775504496E-0008
PHL,Capital,SRnD20,3.16029741043167E-0007
POL,Capital,SRnD20,3.61732160672545E-0003
R_S_Asia,Capital,SRnD20,2.22061076783575E-0004
R_SE_Asia,Capital,SRnD20,-1.94359847228043E-0004
Russia,Capital,SRnD20,5.23746432736516E-0003
S_o_Amer,Capital,SRnD20,5.69626048672944E-0004
S_S_AFR,Capital,SRnD20,4.61581628769636E-0004
TUR,Capital,SRnD20,6.10804976895452E-0003
USA,Capital,SRnD20,3.25378961861134E-0004
VNM,Capital,SRnD20,4.57475437087851E-0007
XAC,Capital,SRnD20,-9.38487243473673E-0009
ZAF,Capital,SRnD20,6.17105280980468E-0004
World,Capital,SRnD20,4.00400580838323E-0003
ARG,NatRes,SRnD20,3.10664743929934E-0010
BGD,NatRes,SRnD20,4.92688414510667E-0008
BRAZIL,NatRes,SRnD20,-3.69382435749799E-0009
C_C_Amer,NatRes,SRnD20,-2.16285581700504E-0004
CAN,NatRes,SRnD20,-1.50505030660497E-0008
CHIHKG,NatRes,SRnD20,-1.10921018858789E-0006
COL,NatRes,SRnD20,-7.40517758224257E-0010
E_Asia,NatRes,SRnD20,4.98450560826313E-0007
EGY,NatRes,SRnD20,2.85504988539742E-0008
ETH,NatRes,SRnD20,7.34394145496253E-0009
EU27,NatRes,SRnD20,-2.59194894169923E-0006
IDN,NatRes,SRnD20,-3.16554547907799E-0007
INDIA,NatRes,SRnD20,7.55853246658944E-0009
JAPAN,NatRes,SRnD20,-1.56324819755582E-0009
KOR,NatRes,SRnD20,2.68191246988181E-0009
MAR,NatRes,SRnD20,-8.37841085399305E-0009
MDG,NatRes,SRnD20,9.38798550009778E-0009
MEAS_NAfr,NatRes,SRnD20,-5.59857653570361E-0006
MEX,NatRes,SRnD20,-3.12014591941079E-0009
MYS,NatRes,SRnD20,-4.78656891900187E-0009
NGA,NatRes,SRnD20,3.61131888837463E-0008
Oceania,NatRes,SRnD20,-1.60229319590144E-0006
Oth_CEE_CIS,NatRes,SRnD20,9.02810279512778E-0006
Oth_Europe,NatRes,SRnD20,-1.39943517751817E-0006
PAK,NatRes,SRnD20,5.44147038539222E-0009
PHL,NatRes,SRnD20,-4.43960850304848E-0008
POL,NatRes,SRnD20,-1.43053868750798E-0009
R_S_Asia,NatRes,SRnD20,3.30457332893275E-0005
R_SE_Asia,NatRes,SRnD20,-4.46229125373065E-0004
Russia,NatRes,SRnD20,9.05783892335421E-0009
S_o_Amer,NatRes,SRnD20,1.26282902783714E-0005
S_S_AFR,NatRes,SRnD20,-4.38119968748651E-0005
TUR,NatRes,SRnD20,2.90699064819933E-0009
USA,NatRes,SRnD20,-2.58912558059876E-0009
VNM,NatRes,SRnD20,-3.92478426647358E-0007
XAC,NatRes,SRnD20,-4.21408223871822E-0008
ZAF,NatRes,SRnD20,7.38908756403589E-0009
World,NatRes,SRnD20,-6.76835315971402E-0006
ARG,IndTaxes,SRnD20,-4.60787583142519E-0003
BGD,IndTaxes,SRnD20,6.44478807225823E-0003
BRAZIL,IndTaxes,SRnD20,2.90287984535098E-0003
C_C_Amer,IndTaxes,SRnD20,0.027826309204
CAN,IndTaxes,SRnD20,-2.56577914115042E-0005
CHIHKG,IndTaxes,SRnD20,9.84279159456492E-0003
COL,IndTaxes,SRnD20,4.54266555607319E-0003
E_Asia,IndTaxes,SRnD20,-3.81470366846770E-0004
EGY,IndTaxes,SRnD20,-7.80761614441872E-0003
ETH,IndTaxes,SRnD20,-0.013853203505
EU27,IndTaxes,SRnD20,6.51554064825177E-0003
IDN,IndTaxes,SRnD20,0.028777610511
INDIA,IndTaxes,SRnD20,0.015631346032
JAPAN,IndTaxes,SRnD20,0.012922755443
KOR,IndTaxes,SRnD20,4.51426440849900E-0003
MAR,IndTaxes,SRnD20,-1.64407584816217E-0003
MDG,IndTaxes,SRnD20,6.46958127617836E-0003
MEAS_NAfr,IndTaxes,SRnD20,0.017713831738
MEX,IndTaxes,SRnD20,0.010313602164
MYS,IndTaxes,SRnD20,0.023057298735
NGA,IndTaxes,SRnD20,7.37379118800163E-0003
Oceania,IndTaxes,SRnD20,7.51285906881094E-0003
Oth_CEE_CIS,IndTaxes,SRnD20,0.029879145324
Oth_Europe,IndTaxes,SRnD20,0.048716258258
PAK,IndTaxes,SRnD20,3.90833895653486E-0003
PHL,IndTaxes,SRnD20,0.018635734916
POL,IndTaxes,SRnD20,9.78453829884529E-0003
R_S_Asia,IndTaxes,SRnD20,0.22756931186
R_SE_Asia,IndTaxes,SRnD20,2.54924199543893E-0003
Russia,IndTaxes,SRnD20,0.019048763439
S_o_Amer,IndTaxes,SRnD20,4.19200304895639E-0003
S_S_AFR,IndTaxes,SRnD20,0.035783372819
TUR,IndTaxes,SRnD20,0.012329309247
USA,IndTaxes,SRnD20,4.90026315674186E-0004
VNM,IndTaxes,SRnD20,0.026707749814
XAC,IndTaxes,SRnD20,0.018480660394
ZAF,IndTaxes,SRnD20,6.83263060636818E-0005
World,IndTaxes,SRnD20,9.30732674896717E-0003
ARG,TechChange,SRnD20,0.036469087005
BGD,TechChange,SRnD20,0.15144443512
BRAZIL,TechChange,SRnD20,0.023217972368
C_C_Amer,TechChange,SRnD20,0.28852427006
CAN,TechChange,SRnD20,2.79939593747258E-0003
CHIHKG,TechChange,SRnD20,0.12305900455
COL,TechChange,SRnD20,0.022185420617
E_Asia,TechChange,SRnD20,0.12226375192
EGY,TechChange,SRnD20,0.43117630482
ETH,TechChange,SRnD20,0.82327836752
EU27,TechChange,SRnD20,5.40990289300680E-0003
IDN,TechChange,SRnD20,0.45482802391
INDIA,TechChange,SRnD20,0.073183894157
JAPAN,TechChange,SRnD20,5.27523690834641E-0003
KOR,TechChange,SRnD20,0.013646708801
MAR,TechChange,SRnD20,0.19426392019
MDG,TechChange,SRnD20,0.10630847514
MEAS_NAfr,TechChange,SRnD20,0.11624488235
MEX,TechChange,SRnD20,0.10162446648
MYS,TechChange,SRnD20,0.12468712032
NGA,TechChange,SRnD20,0.68471634388
Oceania,TechChange,SRnD20,0.029124228284
Oth_CEE_CIS,TechChange,SRnD20,0.16768881679
Oth_Europe,TechChange,SRnD20,0.017193412408
PAK,TechChange,SRnD20,0.21437451243
PHL,TechChange,SRnD20,0.26323926449
POL,TechChange,SRnD20,0.13089604676
R_S_Asia,TechChange,SRnD20,0.11296224594
R_SE_Asia,TechChange,SRnD20,0.22586004436
Russia,TechChange,SRnD20,0.041998207569
S_o_Amer,TechChange,SRnD20,0.056956864893
S_S_AFR,TechChange,SRnD20,0.27626389265
TUR,TechChange,SRnD20,0.079404123127
USA,TechChange,SRnD20,7.90873449295759E-0003
VNM,TechChange,SRnD20,0.30870741606
XAC,TechChange,SRnD20,0.077454730868
ZAF,TechChange,SRnD20,-5.68422256037593E-0003
World,TechChange,SRnD20,0.073375061154
ARG,Land,GPESSRRnD20,-1.68701272923499E-0003
BGD,Land,GPESSRRnD20,-0.017567913979
BRAZIL,Land,GPESSRRnD20,-4.41669533029199E-0003
C_C_Amer,Land,GPESSRRnD20,-0.010950790718
CAN,Land,GPESSRRnD20,-1.42934813629836E-0003
CHIHKG,Land,GPESSRRnD20,-3.85734892915934E-0004
COL,Land,GPESSRRnD20,-2.44409078732133E-0003
E_Asia,Land,GPESSRRnD20,-0.022337639704
EGY,Land,GPESSRRnD20,3.75030096620321E-0003
ETH,Land,GPESSRRnD20,-0.017446756363
EU27,Land,GPESSRRnD20,9.62273043114692E-0004
IDN,Land,GPESSRRnD20,-0.34652706981
INDIA,Land,GPESSRRnD20,-7.88175500929356E-0003
JAPAN,Land,GPESSRRnD20,-1.28748675342649E-0003
KOR,Land,GPESSRRnD20,-7.62518728151917E-0004
MAR,Land,GPESSRRnD20,-8.24918621219695E-0004
MDG,Land,GPESSRRnD20,3.73904586012941E-0005
MEAS_NAfr,Land,GPESSRRnD20,-2.18591117300093E-0003
MEX,Land,GPESSRRnD20,-8.74532945454121E-0003
MYS,Land,GPESSRRnD20,-0.11972443014
NGA,Land,GPESSRRnD20,-0.010435309261
Oceania,Land,GPESSRRnD20,-9.07696317881346E-0004
Oth_CEE_CIS,Land,GPESSRRnD20,-1.60460174083710E-0003
Oth_Europe,Land,GPESSRRnD20,-1.33871193975210E-0003
PAK,Land,GPESSRRnD20,-5.95012353733182E-0003
PHL,Land,GPESSRRnD20,-3.91587428748608E-0003
POL,Land,GPESSRRnD20,-1.71203573700041E-0003
R_S_Asia,Land,GPESSRRnD20,-1.67638715356588E-0003
R_SE_Asia,Land,GPESSRRnD20,-0.018171913922
Russia,Land,GPESSRRnD20,-2.58044642396271E-0003
S_o_Amer,Land,GPESSRRnD20,-2.05059628933668E-0003
S_S_AFR,Land,GPESSRRnD20,-0.076998591423
TUR,Land,GPESSRRnD20,1.80792366154492E-0003
USA,Land,GPESSRRnD20,-2.24568461999297E-0003
VNM,Land,GPESSRRnD20,-6.69178413227201E-0003
XAC,Land,GPESSRRnD20,-0.061846774071
ZAF,Land,GPESSRRnD20,-0.013631382026
World,Land,GPESSRRnD20,-7.41517450660467E-0003
ARG,UnSkLab,GPESSRRnD20,-2.32103705144482E-0008
BGD,UnSkLab,GPESSRRnD20,-2.10204950668036E-0010
BRAZIL,UnSkLab,GPESSRRnD20,1.44292916957056E-0005
C_C_Amer,UnSkLab,GPESSRRnD20,-2.58565181866288E-0004
CAN,UnSkLab,GPESSRRnD20,1.72012696566526E-0005
CHIHKG,UnSkLab,GPESSRRnD20,8.06486583314836E-0004
COL,UnSkLab,GPESSRRnD20,-2.11772537284105E-0008
E_Asia,UnSkLab,GPESSRRnD20,-6.33614778053015E-0004
EGY,UnSkLab,GPESSRRnD20,6.25478335791740E-0009
ETH,UnSkLab,GPESSRRnD20,-1.93431105799391E-0007
EU27,UnSkLab,GPESSRRnD20,1.21418538037688E-0003
IDN,UnSkLab,GPESSRRnD20,1.75124773704738E-0006
INDIA,UnSkLab,GPESSRRnD20,-9.10707287360424E-0010
JAPAN,UnSkLab,GPESSRRnD20,1.28857704112306E-0004
KOR,UnSkLab,GPESSRRnD20,1.64494893397205E-0004
MAR,UnSkLab,GPESSRRnD20,-2.46864289010773E-0008
MDG,UnSkLab,GPESSRRnD20,7.10502323642004E-0009
MEAS_NAfr,UnSkLab,GPESSRRnD20,-1.09704415081069E-0005
MEX,UnSkLab,GPESSRRnD20,2.19901285163360E-0005
MYS,UnSkLab,GPESSRRnD20,4.46106227514065E-0008
NGA,UnSkLab,GPESSRRnD20,6.62366801407188E-0008
Oceania,UnSkLab,GPESSRRnD20,4.16600378230214E-0005
Oth_CEE_CIS,UnSkLab,GPESSRRnD20,2.14887069887482E-0004
Oth_Europe,UnSkLab,GPESSRRnD20,2.76341033168137E-0003
PAK,UnSkLab,GPESSRRnD20,-6.71035282895360E-0010
PHL,UnSkLab,GPESSRRnD20,-3.07717726855117E-0008
POL,UnSkLab,GPESSRRnD20,4.53052234661300E-0005
R_S_Asia,UnSkLab,GPESSRRnD20,8.62900947140588E-0007
R_SE_Asia,UnSkLab,GPESSRRnD20,4.08667830242848E-0007
Russia,UnSkLab,GPESSRRnD20,3.73532920150410E-0008
S_o_Amer,UnSkLab,GPESSRRnD20,-6.88936343067326E-0005
S_S_AFR,UnSkLab,GPESSRRnD20,1.92419000086375E-0004
TUR,UnSkLab,GPESSRRnD20,6.78717788105132E-0006
USA,UnSkLab,GPESSRRnD20,2.66275514150038E-0004
VNM,UnSkLab,GPESSRRnD20,-3.78461990635515E-0008
XAC,UnSkLab,GPESSRRnD20,-2.59338790442598E-0008
ZAF,UnSkLab,GPESSRRnD20,4.24376194132492E-0005
World,UnSkLab,GPESSRRnD20,4.79975220514461E-0004
ARG,SkLab,GPESSRRnD20,6.94315431815085E-0008
BGD,SkLab,GPESSRRnD20,-5.53876366993222E-0009
BRAZIL,SkLab,GPESSRRnD20,7.87292141467333E-0004
C_C_Amer,SkLab,GPESSRRnD20,8.15446546766907E-0004
CAN,SkLab,GPESSRRnD20,7.88326957263052E-0004
CHIHKG,SkLab,GPESSRRnD20,3.50337265990674E-0003
COL,SkLab,GPESSRRnD20,-1.91052464515451E-0007
E_Asia,SkLab,GPESSRRnD20,-3.97623749449849E-0003
EGY,SkLab,GPESSRRnD20,3.91125638543599E-0007
ETH,SkLab,GPESSRRnD20,9.44667590374593E-0007
EU27,SkLab,GPESSRRnD20,9.53303743153811E-0003
IDN,SkLab,GPESSRRnD20,5.94459008425474E-0004
INDIA,SkLab,GPESSRRnD20,-1.39210541760804E-0007
JAPAN,SkLab,GPESSRRnD20,5.42704248800874E-0003
KOR,SkLab,GPESSRRnD20,9.85569786280394E-0004
MAR,SkLab,GPESSRRnD20,-1.55129370682516E-0007
MDG,SkLab,GPESSRRnD20,1.13437818072271E-0006
MEAS_NAfr,SkLab,GPESSRRnD20,6.38586585409939E-0004
MEX,SkLab,GPESSRRnD20,3.95299261435866E-0003
MYS,SkLab,GPESSRRnD20,-3.11560199861560E-0007
NGA,SkLab,GPESSRRnD20,1.50730784298503E-0006
Oceania,SkLab,GPESSRRnD20,8.44742404296994E-0004
Oth_CEE_CIS,SkLab,GPESSRRnD20,0.011510400102
Oth_Europe,SkLab,GPESSRRnD20,0.035110704601
PAK,SkLab,GPESSRRnD20,-1.13849360161566E-0007
PHL,SkLab,GPESSRRnD20,-3.02628649251346E-0007
POL,SkLab,GPESSRRnD20,5.52258035168052E-0003
R_S_Asia,SkLab,GPESSRRnD20,1.05202745180577E-0003
R_SE_Asia,SkLab,GPESSRRnD20,-3.80590179702267E-0004
Russia,SkLab,GPESSRRnD20,3.34539936375222E-0006
S_o_Amer,SkLab,GPESSRRnD20,-5.12907281517982E-0004
S_S_AFR,SkLab,GPESSRRnD20,3.30636790022254E-0003
TUR,SkLab,GPESSRRnD20,1.19938701391220E-0003
USA,SkLab,GPESSRRnD20,2.85452045500278E-0003
VNM,SkLab,GPESSRRnD20,-3.95941128772392E-0007
XAC,SkLab,GPESSRRnD20,-3.91883059336351E-0009
ZAF,SkLab,GPESSRRnD20,4.05724800657481E-0004
World,SkLab,GPESSRRnD20,4.16534999385476E-0003
ARG,Capital,GPESSRRnD20,5.49201679689304E-0008
BGD,Capital,GPESSRRnD20,-5.65609736824513E-0009
BRAZIL,Capital,GPESSRRnD20,3.09934443794191E-0003
C_C_Amer,Capital,GPESSRRnD20,-6.24633219558746E-0004
CAN,Capital,GPESSRRnD20,3.22409759974107E-0004
CHIHKG,Capital,GPESSRRnD20,3.76685569062829E-0003
COL,Capital,GPESSRRnD20,3.79123470395371E-0008
E_Asia,Capital,GPESSRRnD20,-1.07360110632726E-0005
EGY,Capital,GPESSRRnD20,-4.57389539576525E-0008
ETH,Capital,GPESSRRnD20,6.46283524474711E-0008
EU27,Capital,GPESSRRnD20,0.010483885184
IDN,Capital,GPESSRRnD20,5.26256905868649E-0003
INDIA,Capital,GPESSRRnD20,-9.39348012707342E-0008
JAPAN,Capital,GPESSRRnD20,1.15754490252584E-0003
KOR,Capital,GPESSRRnD20,3.11747018713504E-0004
MAR,Capital,GPESSRRnD20,-4.09024281111670E-0009
MDG,Capital,GPESSRRnD20,3.87753914310451E-0007
MEAS_NAfr,Capital,GPESSRRnD20,8.40470529510640E-0005
MEX,Capital,GPESSRRnD20,0.012316954322
MYS,Capital,GPESSRRnD20,-2.14836887835190E-0007
NGA,Capital,GPESSRRnD20,-1.96190569567989E-0007
Oceania,Capital,GPESSRRnD20,5.32901380211115E-0004
Oth_CEE_CIS,Capital,GPESSRRnD20,3.86914401315153E-0003
Oth_Europe,Capital,GPESSRRnD20,0.020689211786
PAK,Capital,GPESSRRnD20,-4.94656759997270E-0008
PHL,Capital,GPESSRRnD20,1.12750790037808E-0007
POL,Capital,GPESSRRnD20,3.00318538211286E-0003
R_S_Asia,Capital,GPESSRRnD20,2.14214058360085E-0004
R_SE_Asia,Capital,GPESSRRnD20,-1.98690846445970E-0004
Russia,Capital,GPESSRRnD20,5.28166489675641E-0003
S_o_Amer,Capital,GPESSRRnD20,5.30362653080374E-0004
S_S_AFR,Capital,GPESSRRnD20,4.59822302218527E-0004
TUR,Capital,GPESSRRnD20,6.01098593324423E-0003
USA,Capital,GPESSRRnD20,3.65315267117694E-0004
VNM,Capital,GPESSRRnD20,3.89706485748320E-0007
XAC,Capital,GPESSRRnD20,-2.20533507899745E-0007
ZAF,Capital,GPESSRRnD20,5.98210492171347E-0004
World,Capital,GPESSRRnD20,3.79825010895729E-0003
ARG,NatRes,GPESSRRnD20,-9.39924493792432E-0009
BGD,NatRes,GPESSRRnD20,-4.23290469342419E-0009
BRAZIL,NatRes,GPESSRRnD20,-5.28233146113166E-0009
C_C_Amer,NatRes,GPESSRRnD20,-2.19046763959341E-0004
CAN,NatRes,GPESSRRnD20,-3.87252718780928E-0009
CHIHKG,NatRes,GPESSRRnD20,-1.18228126666509E-0006
COL,NatRes,GPESSRRnD20,3.83886211707818E-0009
E_Asia,NatRes,GPESSRRnD20,8.67921926328563E-0007
EGY,NatRes,GPESSRRnD20,1.24126316336515E-0007
ETH,NatRes,GPESSRRnD20,4.75790855603009E-0008
EU27,NatRes,GPESSRRnD20,-2.38945744968078E-0006
IDN,NatRes,GPESSRRnD20,-1.80272024863370E-0007
INDIA,NatRes,GPESSRRnD20,5.37085764751311E-0010
JAPAN,NatRes,GPESSRRnD20,-2.48883758047214E-0009
KOR,NatRes,GPESSRRnD20,2.35959829453236E-0009
MAR,NatRes,GPESSRRnD20,-7.94313681495851E-0009
MDG,NatRes,GPESSRRnD20,-1.97464551376925E-0008
MEAS_NAfr,NatRes,GPESSRRnD20,-5.25951327290386E-0006
MEX,NatRes,GPESSRRnD20,3.13470716051256E-0009
MYS,NatRes,GPESSRRnD20,-1.87393278672232E-0009
NGA,NatRes,GPESSRRnD20,2.79968914718154E-0009
Oceania,NatRes,GPESSRRnD20,-2.65854123426834E-0006
Oth_CEE_CIS,NatRes,GPESSRRnD20,8.14832037576707E-0006
Oth_Europe,NatRes,GPESSRRnD20,-1.28975148072641E-0006
PAK,NatRes,GPESSRRnD20,1.96528180396172E-0008
PHL,NatRes,GPESSRRnD20,-2.51139482543294E-0008
POL,NatRes,GPESSRRnD20,-2.42581310594403E-0009
R_S_Asia,NatRes,GPESSRRnD20,3.75751478713937E-0005
R_SE_Asia,NatRes,GPESSRRnD20,-4.45056502940133E-0004
Russia,NatRes,GPESSRRnD20,-1.46714285165217E-0008
S_o_Amer,NatRes,GPESSRRnD20,7.65465392760234E-0006
S_S_AFR,NatRes,GPESSRRnD20,-1.11673267383594E-0004
TUR,NatRes,GPESSRRnD20,3.93324173231235E-0009
USA,NatRes,GPESSRRnD20,-3.03640845800146E-0009
VNM,NatRes,GPESSRRnD20,-1.65090497716847E-0007
XAC,NatRes,GPESSRRnD20,-5.01160144494861E-0008
ZAF,NatRes,GPESSRRnD20,-9.50527390131128E-0009
World,NatRes,GPESSRRnD20,-7.60058128435048E-0006
